b'"actual_costs_to_report_date","adopted_budget","amended_budget","available_balance","category","date","date_created","department","project_description","project_id","project_year","spent","subcategory","tax_supported_utilities"
"0","450000","450000","450000","Contact Centre - 311","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","311 Renewal","3457000017","2017","0",,"Tax Supported (including Transit)"
"190974.95","300000","298500","107525.05","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","New Non - Regional Sidewalks","1832000316","2016","63.98","Active Transportation Facilities","Tax Supported (including Transit)"
"92221.34","165000","165000","72778.66","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","StMarysRd-Asph Conc Ln Pav 14x","1420211515","2015","55.89",,"Tax Supported (including Transit)"
"39861.08","3000000","2269491.73","2229630.65","Distributed Control System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","DCS Upgrades @ WPCC","2040000615","2015","1.76",,"Utilities"
"44911.79","50000","50000","5088.21","Communications Network Infrastructure","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","CNI TeraSpan Remed/Mitigation","3401200315","2015","89.82",,"Tax Supported (including Transit)"
"1543805.14","2500000","1741875","198069.86","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Residential TBO B","1806101616","2016","88.63","Street Renewals","Tax Supported (including Transit)"
"9869877.92","0","13700000","3830122.08","Arenas","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Jonathan Toews Field House","6399000313","2013","72.04",,"Tax Supported (including Transit)"
"997817.61","0","1200000","202182.39","Downtown Enhancement Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Centre Point Streetscaping","6351400414","2014","83.15",,"Tax Supported (including Transit)"
"382120","489000","382120","0","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Community/Neighbourhd Main St","6351241512","2012","100",,"Tax Supported (including Transit)"
"0","1825000","300000","300000","Deacon Chemical Feed Facility","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Deacon Site Flood Protection","2002500515","2015","0",,"Utilities"
"735792.29","1507000","2607000","1871207.71","Library Replacement - Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Fac Redev-St. Vital  M","6213002113","2013","28.22",,"Tax Supported (including Transit)"
"0","2866000","2866000","2866000","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 17-R-01 IN-HOUSE","1806100717","2017","0","Street Renewals","Tax Supported (including Transit)"
"3569609.15","5700000","3603031.72","33422.57","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Portage Ave Bridge Sturgeon","1805000212","2012","99.07","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"99.45","800000","800000","799900.55","Landfill Land Acquisition","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Misc Land Acquisition","2061000117","2017","0.01",,"Utilities"
"559552.22","0","800000","240447.78","Downtown Enhancement Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Elgin Streetscaping","6351400514","2014","69.94",,"Tax Supported (including Transit)"
"0","115000","115000","115000","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","Stair Chairs","2104012016","2016","0",,"Tax Supported (including Transit)"
"3733850.36","4931105","4915079","1181228.64","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 14-R-01 Morrison","1806100114","2014","75.97","Street Renewals","Tax Supported (including Transit)"
"0","1000000","0","0","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","Innovation Capital Fund","0400001715","2015","0",,"Tax Supported (including Transit)"
"5526.26","2600000","2600000","2594473.74","Brady Landfill","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Brady Road Resource Mgmt Facil","2062000416","2016","0.21",,"Utilities"
"77943.33","100000","99675","21731.67","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Detectable Warning Surf Reg St","1804200316","2016","78.2","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"10531.28","1700000","1700000","1689468.72","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Provencher-Des Meurons/Archiba","1804101217","2017","0.62","Streets Renewals","Tax Supported (including Transit)"
"0","0","300000","300000","Indoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Margaret Grant Pool Crawlspace","6392020117","2017","0",,"Tax Supported (including Transit)"
"71769.45","92500","92500","20730.55","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","ThorndaleAve-Asph Conc Ln Pav","1420210315","2015","77.59",,"Tax Supported (including Transit)"
"2244775.85","1000000","4200000","1955224.15","Transit Improvements","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Transit","Rapid Transit Planning - P","4230010612","2012","53.45",,"Tax Supported (including Transit)"
"374960.93","400000","400000","25039.07","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Bldg Com-Transcona Ward   PM","6351916113","2013","93.74",,"Tax Supported (including Transit)"
"0","400000","400000","400000","Downtown Enhancement Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Downtown Enhancement Program","6351800116","2016","0",,"Tax Supported (including Transit)"
"434.7","500000","500000","499565.3","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Pembina SB-Dalhousie/De Vos","1804100517","2017","0.09","Streets Renewals","Tax Supported (including Transit)"
"0","1000000","1000000","1000000","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Pedestrian & Cycling Grade Sep","1832000217","2017","0","Active Transportation Facilities","Tax Supported (including Transit)"
"225977.25","250000","249125","23147.75","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","New Regional Sidewalks","1832000213","2013","90.71","Active Transportation Facilities","Tax Supported (including Transit)"
"978581.39","1100000","1133425","154843.61","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sherbrook -Ellice/ Notre Dame","1804100815","2015","86.34","Streets Renewals","Tax Supported (including Transit)"
"1669802.95","5000000","1900897.69","231094.74","Water Pollution Control Centre Reliability Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","WPCC Asset Refurbish/Replace","2030000514","2014","87.84",,"Utilities"
"2580290.16","2774000","2596525","16234.84","Community Incentive Grant Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Incentive Grant Prog","6251000110","2010","99.37",,"Tax Supported (including Transit)"
"36682.33","100000","50000","13317.67","Contact Centre - 311","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","311 Renewal","3457000016","2016","73.36",,"Tax Supported (including Transit)"
"4468.35","0","2000000","1995531.65","City Archives","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","City Archives Management","0400000116","2017","0.22",,"Tax Supported (including Transit)"
"0","0","30000","30000","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","ICF -Alarm Permits Processing","0400141716","2016","0",,"Tax Supported (including Transit)"
"0","250000","250000","250000","Arc Flash Hazard Analysis / Remediation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Arc Flash Hazard Analysis/Remd","2030001814","2014","0",,"Utilities"
"2109752.21","2650000","2659482.99","549730.78","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Lag-Cottonwood/Dugald","1804100914","2014","79.33","Streets Renewals","Tax Supported (including Transit)"
"919394.21","1900000","1896200","976805.79","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Traffic Engineer Improve     P","1831000116","2016","48.49","Traffic Engineering Improvements","Tax Supported (including Transit)"
"2387329.78","3051351","2756434.11","369104.33","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 16-R-03 MMM","1806100416","2016","86.61","Street Renewals","Tax Supported (including Transit)"
"29349.32","29380","29380","30.68","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","St Marys NS-Asph Con Ln Pav 16","1420211814","2014","99.9",,"Tax Supported (including Transit)"
"847484.52","900000","900000","52515.48","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Pan Am Pool-Parking Lot Expan","6253000115","2015","94.16",,"Tax Supported (including Transit)"
"1047459.06","1600000","1520000","472540.94","Community Incentive Grant Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Community Incentive Grant Prog","6251000114","2014","68.91",,"Tax Supported (including Transit)"
"155015.39","165000","165000","9984.61","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","PoplarwoodAve/St.Marys-Asph Co","1420213215","2015","93.95",,"Tax Supported (including Transit)"
"0","375000","375000","375000","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","Standards of Coverage","2111020017","2017","0",,"Tax Supported (including Transit)"
"3555312.22","3659238","4197345","642032.78","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 14-R-04 Morrison","1806100414","2014","84.7","Street Renewals","Tax Supported (including Transit)"
"413464.82","370000","460000","46535.18","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Ravelston Deep Pond Landscapin","2070002515","2015","89.88",,"Tax Supported (including Transit)"
"63357.41","66100","66100","2742.59","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","BartonAve-Asph Conc Ln Pav 16x","1420212815","2015","95.85",,"Tax Supported (including Transit)"
"84050.74","0","100000","15949.26","Other Street Projects","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","SMIR-Permanent Traffic Countin","1816010215","2015","84.05","Asset Management","Tax Supported (including Transit)"
"378844.5","500000","500000","121155.5","Env Services Lab Fac Upgrades","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Laboratory Info Mgmt Upgrade","2040000814","2014","75.77",,"Utilities"
"58077.68","0","60000","1922.32","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","City Clerks","ICF-Changefinder software","0400031715","2015","96.8",,"Tax Supported (including Transit)"
"0","215000","215000","215000","Storm Water Retention Basin Rehabilitation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Stormwater Retention Basin","2075000117","2017","0",,"Tax Supported (including Transit)"
"7583.81","500000","500000","492416.19","Asset Management Strategy","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Utility Asset Mgmt System","2010000914","2014","1.52",,"Utilities"
"343834.79","400000","400000","56165.21","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Bldg Com-N Kildonan Ward    PM","6351915113","2013","85.96",,"Tax Supported (including Transit)"
"0","250000","250000","250000","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Paving Granular Shoulders","1804101917","2017","0","Streets Renewals","Tax Supported (including Transit)"
"0","150000","150000","150000","Seine River Waterway Acquisition","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Seine River Waterway Acquis","2080000115","2015","0",,"Tax Supported (including Transit)"
"64374.45","1500000","498375","434000.55","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Dtwn Reg sidewalk/Curb Renew","1804200214","2014","12.92","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"666624.76","577800","730800","64175.24","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 17/16-R-04 AECOM","1806100417","2017","91.22","Street Renewals","Tax Supported (including Transit)"
"120743.36","566000","566000","445256.64","Brady Landfill","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Solid Waste Disposal Utility","Brady Landfill Gas Capture Prg","2062000214","2014","21.33",,"Utilities"
"405921.51","6000000","6000000","5594078.49","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Empress-St. Matthews/Portage","1804100217","2017","6.77","Streets Renewals","Tax Supported (including Transit)"
"0","2000000","2000000","2000000","Outfall Rehabilitation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Outfall Rehabilitation","2078000117","2017","0",,"Tax Supported (including Transit)"
"374238.29","500000","498125","123886.71","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sidewk/Curb Renew - Reg St","1804200115","2015","75.13","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"276099.4","700000","697725","421625.6","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Academy-Harrow/Stafford","1804100516","2016","39.57","Streets Renewals","Tax Supported (including Transit)"
